acousticness,analysis_url,danceability,duration_ms,energy,track_id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,artist_name,track_name,popularity,bbhot,artist_popularity,artist_followers
0.102,https://api.spotify.com/v1/audio-analysis/20ICJSg5xQOqEwBaQ4ho9m,0.883,235200,0.698,20ICJSg5xQOqEwBaQ4ho9m,0,7,0.101,-6.832,1,0.181,99.995,4,https://api.spotify.com/v1/tracks/20ICJSg5xQOqEwBaQ4ho9m,audio_features,spotify:track:20ICJSg5xQOqEwBaQ4ho9m,0.392,Neffex,Crown,57,1,74,261681
0.117,https://api.spotify.com/v1/audio-analysis/0b9oOr2ZgvyQu88wzixux9,0.854,225773,0.463,0b9oOr2ZgvyQu88wzixux9,0,5,0.354,-6.159,1,0.137,120.024,4,https://api.spotify.com/v1/tracks/0b9oOr2ZgvyQu88wzixux9,audio_features,spotify:track:0b9oOr2ZgvyQu88wzixux9,0.549,Childish Gambino,This Is America,81,1,82,4909540
0.821,https://api.spotify.com/v1/audio-analysis/2OWVCFTolecLiGZPquvWvT,0.759,208080,0.536,2OWVCFTolecLiGZPquvWvT,4.57E-06,9,0.107,-6.663,0,0.173,119.883,4,https://api.spotify.com/v1/tracks/2OWVCFTolecLiGZPquvWvT,audio_features,spotify:track:2OWVCFTolecLiGZPquvWvT,0.439,Bad Bunny,Estamos Bien,81,0,93,12415236
0.92,https://api.spotify.com/v1/audio-analysis/6Kkt27YmFyIFrcX3QXFi2o,0.587,171728,0.229,6Kkt27YmFyIFrcX3QXFi2o,0,10,0.1,-11.254,0,0.128,75.67,4,https://api.spotify.com/v1/tracks/6Kkt27YmFyIFrcX3QXFi2o,audio_features,spotify:track:6Kkt27YmFyIFrcX3QXFi2o,0.379,Lorde,Liability,72,1,78,4327236
0.0137,https://api.spotify.com/v1/audio-analysis/7GG1QIQ547taCwl1uLaTf5,0.925,172773,0.354,7GG1QIQ547taCwl1uLaTf5,0,5,0.334,-8.163,1,0.13,100.026,4,https://api.spotify.com/v1/tracks/7GG1QIQ547taCwl1uLaTf5,audio_features,spotify:track:7GG1QIQ547taCwl1uLaTf5,0.405,YG,TOO COCKY,64,0,84,1639296
0.899,https://api.spotify.com/v1/audio-analysis/1sJaXDUlF4lz35ee4jUs6J,0.572,183000,0.229,1sJaXDUlF4lz35ee4jUs6J,0,6,0.139,-13.671,0,0.0292,101.009,4,https://api.spotify.com/v1/tracks/1sJaXDUlF4lz35ee4jUs6J,audio_features,spotify:track:1sJaXDUlF4lz35ee4jUs6J,0.239,Sara Farell,Promises,65,1,67,43372
0.0353,https://api.spotify.com/v1/audio-analysis/0rj3snMN7CFiYaLIVSegml,0.835,174093,0.511,0rj3snMN7CFiYaLIVSegml,1.19E-06,5,0.11,-4.431,0,0.0719,136.021,4,https://api.spotify.com/v1/tracks/0rj3snMN7CFiYaLIVSegml,audio_features,spotify:track:0rj3snMN7CFiYaLIVSegml,0.0792,DaniLeigh,Lil Bebe,63,0,66,103514
0.139,https://api.spotify.com/v1/audio-analysis/56gJHV1MkyHIS4eDFbzoVa,0.552,236351,0.915,56gJHV1MkyHIS4eDFbzoVa,0.949,10,0.146,-4.421,0,0.0616,160.02,4,https://api.spotify.com/v1/tracks/56gJHV1MkyHIS4eDFbzoVa,audio_features,spotify:track:56gJHV1MkyHIS4eDFbzoVa,0.126,RL Grime,Waiting,55,1,68,256142
0.581,https://api.spotify.com/v1/audio-analysis/2nkoWsTZa8LKPNGdjI5uxj,0.672,217173,0.715,2nkoWsTZa8LKPNGdjI5uxj,2.08E-06,0,0.101,-6.18,1,0.0268,104.989,4,https://api.spotify.com/v1/tracks/2nkoWsTZa8LKPNGdjI5uxj,audio_features,spotify:track:2nkoWsTZa8LKPNGdjI5uxj,0.677,Imagine Dragons,West Coast,73,0,91,18479034
0.188,https://api.spotify.com/v1/audio-analysis/2YRvdf9cdS88y1wB1WhKoE,0.796,204631,0.911,2YRvdf9cdS88y1wB1WhKoE,0,1,0.499,-1.998,1,0.285,180.128,4,https://api.spotify.com/v1/tracks/2YRvdf9cdS88y1wB1WhKoE,audio_features,spotify:track:2YRvdf9cdS88y1wB1WhKoE,0.918,Guaynaa,Rebota,82,0,71,25864
0.591,https://api.spotify.com/v1/audio-analysis/4axYWgXASdsCBHuwInAubT,0.797,121630,0.293,4axYWgXASdsCBHuwInAubT,0.0724,5,0.148,-7.479,1,0.08,80.035,4,https://api.spotify.com/v1/tracks/4axYWgXASdsCBHuwInAubT,audio_features,spotify:track:4axYWgXASdsCBHuwInAubT,0.478,XXXTENTACION,I don’t let go,76,0,94,12665489
0.415,https://api.spotify.com/v1/audio-analysis/1UxbOJn4xayygB84FgRDLS,0.553,203085,0.235,1UxbOJn4xayygB84FgRDLS,0.801,9,0.119,-14.93,0,0.0324,120.027,4,https://api.spotify.com/v1/tracks/1UxbOJn4xayygB84FgRDLS,audio_features,spotify:track:1UxbOJn4xayygB84FgRDLS,0.202,Lacy Magic,Numb,54,1,39,116
0.229,https://api.spotify.com/v1/audio-analysis/6FemVsNUb2lzWsDRm14FUJ,0.681,209346,0.587,6FemVsNUb2lzWsDRm14FUJ,0,6,0.368,-7.638,1,0.11,93.002,4,https://api.spotify.com/v1/tracks/6FemVsNUb2lzWsDRm14FUJ,audio_features,spotify:track:6FemVsNUb2lzWsDRm14FUJ,0.64,The Script,Rain,64,1,78,5040355
0.123,https://api.spotify.com/v1/audio-analysis/3U21A07gAloCc4P7J8rxcn,0.925,145507,0.31,3U21A07gAloCc4P7J8rxcn,0,11,0.0931,-6.531,0,0.291,121.927,4,https://api.spotify.com/v1/tracks/3U21A07gAloCc4P7J8rxcn,audio_features,spotify:track:3U21A07gAloCc4P7J8rxcn,0.291,Kanye West,All Mine,78,1,91,9658180
0.0134,https://api.spotify.com/v1/audio-analysis/6umpNjuFvLRMievwEzmKih,0.805,109777,0.661,6umpNjuFvLRMievwEzmKih,0,8,0.114,-3.832,1,0.0889,139.906,3,https://api.spotify.com/v1/tracks/6umpNjuFvLRMievwEzmKih,audio_features,spotify:track:6umpNjuFvLRMievwEzmKih,0.363,Comethazine,V12,63,0,76,419177
0.00475,https://api.spotify.com/v1/audio-analysis/21vwWfS6qvxh8TN3lgHvZr,0.66,194000,0.592,21vwWfS6qvxh8TN3lgHvZr,0,6,0.273,-5.568,0,0.0376,139.984,4,https://api.spotify.com/v1/tracks/21vwWfS6qvxh8TN3lgHvZr,audio_features,spotify:track:21vwWfS6qvxh8TN3lgHvZr,0.206,Bishop Briggs,Baby,58,1,70,393096
0.528,https://api.spotify.com/v1/audio-analysis/21jEIOf3pXF1EOb9n0vZJf,0.793,202125,0.572,21jEIOf3pXF1EOb9n0vZJf,0,9,0.158,-8.435,0,0.0368,119.955,3,https://api.spotify.com/v1/tracks/21jEIOf3pXF1EOb9n0vZJf,audio_features,spotify:track:21jEIOf3pXF1EOb9n0vZJf,0.909,El de La Guitarra,El Monstro 7,71,0,72,517750
0.71,https://api.spotify.com/v1/audio-analysis/7zb2TzZwpXuBJutFIqS6lA,0.74,149560,0.622,7zb2TzZwpXuBJutFIqS6lA,0.000122,1,0.18,-5.492,0,0.0306,93.985,4,https://api.spotify.com/v1/tracks/7zb2TzZwpXuBJutFIqS6lA,audio_features,spotify:track:7zb2TzZwpXuBJutFIqS6lA,0.759,Mat Kearney,Money,61,1,64,356586
0.0523,https://api.spotify.com/v1/audio-analysis/0jMo6rlrSGVRIipK0isKFL,0.619,166739,0.684,0jMo6rlrSGVRIipK0isKFL,0,1,0.135,-5.616,1,0.0441,95.99,4,https://api.spotify.com/v1/tracks/0jMo6rlrSGVRIipK0isKFL,audio_features,spotify:track:0jMo6rlrSGVRIipK0isKFL,0.814,Filmore,Country Song,58,1,63,10642
0.21,https://api.spotify.com/v1/audio-analysis/4O1uCappFiU3bisYUdUBWy,0.722,200170,0.88,4O1uCappFiU3bisYUdUBWy,0,4,0.324,-3.989,0,0.24,92.024,4,https://api.spotify.com/v1/tracks/4O1uCappFiU3bisYUdUBWy,audio_features,spotify:track:4O1uCappFiU3bisYUdUBWy,0.79,YoungBoy Never Broke Again,I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo),73,0,84,2457110
0.139,https://api.spotify.com/v1/audio-analysis/3sA7HKGzcKTVscdiTCrWpX,0.851,129105,0.666,3sA7HKGzcKTVscdiTCrWpX,0,11,0.105,-5.334,0,0.0694,134.068,4,https://api.spotify.com/v1/tracks/3sA7HKGzcKTVscdiTCrWpX,audio_features,spotify:track:3sA7HKGzcKTVscdiTCrWpX,0.0585,YoungBoy Never Broke Again,Outside Today,77,1,84,2457110
0.018,https://api.spotify.com/v1/audio-analysis/4NwKC8ltCTCTcsnFViTZ7z,0.704,193733,0.548,4NwKC8ltCTCTcsnFViTZ7z,0,6,0.606,-7.569,0,0.282,139.965,4,https://api.spotify.com/v1/tracks/4NwKC8ltCTCTcsnFViTZ7z,audio_features,spotify:track:4NwKC8ltCTCTcsnFViTZ7z,0.457,YNW Melly,I AM YOU,62,0,86,749915
0.511,https://api.spotify.com/v1/audio-analysis/3UP4tYlgEes6TajBXh8faH,0.775,206267,0.527,3UP4tYlgEes6TajBXh8faH,0,6,0.0799,-4.213,0,0.296,133.953,4,https://api.spotify.com/v1/tracks/3UP4tYlgEes6TajBXh8faH,audio_features,spotify:track:3UP4tYlgEes6TajBXh8faH,0.474,Post Malone,Ball For Me,55,1,96,13573637
0.00191,https://api.spotify.com/v1/audio-analysis/6BbINUfGabVyiNFJpQXn3x,0.718,173347,0.679,6BbINUfGabVyiNFJpQXn3x,0.0104,11,0.385,-5.899,0,0.0706,157.97,4,https://api.spotify.com/v1/tracks/6BbINUfGabVyiNFJpQXn3x,audio_features,spotify:track:6BbINUfGabVyiNFJpQXn3x,0.205,Future,Wicked,63,1,89,7766596
0.214,https://api.spotify.com/v1/audio-analysis/1skbBRLhikv2HatJlAIAzL,0.785,97396,0.655,1skbBRLhikv2HatJlAIAzL,0,9,0.192,-5.954,0,0.323,104.954,4,https://api.spotify.com/v1/tracks/1skbBRLhikv2HatJlAIAzL,audio_features,spotify:track:1skbBRLhikv2HatJlAIAzL,0.445,Blueface,Next Big Thing,69,0,83,510866
0.167,https://api.spotify.com/v1/audio-analysis/4apiNNK0jp9uqn3JDG9My1,0.28,256163,0.821,4apiNNK0jp9uqn3JDG9My1,0,8,0.139,-2.864,0,0.111,181.444,3,https://api.spotify.com/v1/tracks/4apiNNK0jp9uqn3JDG9My1,audio_features,spotify:track:4apiNNK0jp9uqn3JDG9My1,0.254,Trippie Redd,Dark Knight Dummo,69,1,86,2933854
0.000216,https://api.spotify.com/v1/audio-analysis/7I8MCiM3A4xvnM6zIiuMZn,0.503,405212,0.948,7I8MCiM3A4xvnM6zIiuMZn,0.371,6,0.111,-5.903,1,0.35,159.942,4,https://api.spotify.com/v1/tracks/7I8MCiM3A4xvnM6zIiuMZn,audio_features,spotify:track:7I8MCiM3A4xvnM6zIiuMZn,0.245,Casey Edwards,Devil Trigger,68,0,55,1724
0.00593,https://api.spotify.com/v1/audio-analysis/6OkP1t5se0cYZTfnNE5gC4,0.646,195000,0.7,6OkP1t5se0cYZTfnNE5gC4,0.00356,2,0.0633,-6.001,0,0.0316,140.014,4,https://api.spotify.com/v1/tracks/6OkP1t5se0cYZTfnNE5gC4,audio_features,spotify:track:6OkP1t5se0cYZTfnNE5gC4,0.309,WiDE AWAKE,Love Me,56,1,55,12880
0.146,https://api.spotify.com/v1/audio-analysis/5sfONNjuXiqQ3fEXmL31Yc,0.561,208275,0.829,5sfONNjuXiqQ3fEXmL31Yc,7.28E-06,6,0.175,-3.295,0,0.239,78.003,4,https://api.spotify.com/v1/tracks/5sfONNjuXiqQ3fEXmL31Yc,audio_features,spotify:track:5sfONNjuXiqQ3fEXmL31Yc,0.611,Ryan Beatty,Passion,48,1,56,56073
0.0153,https://api.spotify.com/v1/audio-analysis/1UFq2OJXahilmefKhSIA8p,0.685,184918,0.716,1UFq2OJXahilmefKhSIA8p,0.00961,0,0.412,-5.64,0,0.0284,122.016,4,https://api.spotify.com/v1/tracks/1UFq2OJXahilmefKhSIA8p,audio_features,spotify:track:1UFq2OJXahilmefKhSIA8p,0.202,3LAU,On My Mind,50,1,64,251839
0.0728,https://api.spotify.com/v1/audio-analysis/3jGYpYY6jm48GArqKDnuwG,0.801,147600,0.578,3jGYpYY6jm48GArqKDnuwG,0,1,0.185,-7.148,1,0.201,100.032,4,https://api.spotify.com/v1/tracks/3jGYpYY6jm48GArqKDnuwG,audio_features,spotify:track:3jGYpYY6jm48GArqKDnuwG,0.126,Tee Grizzley,Fuck It Off (feat. Chris Brown),74,0,76,1242083
0.0679,https://api.spotify.com/v1/audio-analysis/3ZYwSDF9knZI0RVlKR4PHC,0.901,183809,0.529,3ZYwSDF9knZI0RVlKR4PHC,0,8,0.536,-7.94,1,0.413,144.941,4,https://api.spotify.com/v1/tracks/3ZYwSDF9knZI0RVlKR4PHC,audio_features,spotify:track:3ZYwSDF9knZI0RVlKR4PHC,0.343,A$AP Rocky,Bad Company (feat. BlocBoy JB),69,0,87,5325324
0.0697,https://api.spotify.com/v1/audio-analysis/1EH53ArVDZ5hQiu390YHZ1,0.735,225333,0.607,1EH53ArVDZ5hQiu390YHZ1,0,1,0.107,-6.871,0,0.145,89.98,4,https://api.spotify.com/v1/tracks/1EH53ArVDZ5hQiu390YHZ1,audio_features,spotify:track:1EH53ArVDZ5hQiu390YHZ1,0.583,Jack & Jack,Falling,50,1,77,920355
0.178,https://api.spotify.com/v1/audio-analysis/2umdwsJRuFHBRw8TCQmYbq,0.586,161139,0.539,2umdwsJRuFHBRw8TCQmYbq,0,11,0.105,-8.743,0,0.199,158.116,4,https://api.spotify.com/v1/tracks/2umdwsJRuFHBRw8TCQmYbq,audio_features,spotify:track:2umdwsJRuFHBRw8TCQmYbq,0.197,YoungBoy Never Broke Again,I Came Thru,72,0,84,2457110
0.0811,https://api.spotify.com/v1/audio-analysis/19m3E0nMZobyA93AxMXC32,0.631,192859,0.672,19m3E0nMZobyA93AxMXC32,0,11,0.154,-4.583,1,0.0347,119.948,4,https://api.spotify.com/v1/tracks/19m3E0nMZobyA93AxMXC32,audio_features,spotify:track:19m3E0nMZobyA93AxMXC32,0.282,Juice WRLD,I'm Still,73,0,94,4121143
0.25,https://api.spotify.com/v1/audio-analysis/3jjj9bdY7bYWZaaWPwmOpj,0.6,200411,0.769,3jjj9bdY7bYWZaaWPwmOpj,0,7,0.109,-6.089,0,0.264,178.081,4,https://api.spotify.com/v1/tracks/3jjj9bdY7bYWZaaWPwmOpj,audio_features,spotify:track:3jjj9bdY7bYWZaaWPwmOpj,0.491,G-Eazy,Rewind,65,0,86,3862385
0.129,https://api.spotify.com/v1/audio-analysis/5u9QCfx2tcv8QJbKb2WFuq,0.35,240157,0.581,5u9QCfx2tcv8QJbKb2WFuq,1.67E-06,1,0.0795,-4.946,0,0.0806,164.233,4,https://api.spotify.com/v1/tracks/5u9QCfx2tcv8QJbKb2WFuq,audio_features,spotify:track:5u9QCfx2tcv8QJbKb2WFuq,0.214,Queen Naija,Mama's Hand,62,0,70,894840
0.993,https://api.spotify.com/v1/audio-analysis/0Uv5Kp8sEnriJjkX4oLfNI,0.636,35240,0.335,0Uv5Kp8sEnriJjkX4oLfNI,0,11,0.342,-13.327,1,0.966,161.68,4,https://api.spotify.com/v1/tracks/0Uv5Kp8sEnriJjkX4oLfNI,audio_features,spotify:track:0Uv5Kp8sEnriJjkX4oLfNI,0.561,Paul Rosenberg,Paul - Skit,70,0,54,1304
0.207,https://api.spotify.com/v1/audio-analysis/42ArfZUgGo3k5btIHp08it,0.876,190784,0.444,42ArfZUgGo3k5btIHp08it,0.000827,8,0.105,-10.904,0,0.303,92.011,4,https://api.spotify.com/v1/tracks/42ArfZUgGo3k5btIHp08it,audio_features,spotify:track:42ArfZUgGo3k5btIHp08it,0.339,Paloma Mami,Not Steady,79,0,75,240195
0.0249,https://api.spotify.com/v1/audio-analysis/5Psnhdkyanjpgc2P8A5TSM,0.413,302173,0.677,5Psnhdkyanjpgc2P8A5TSM,0,1,0.0793,-5.12,1,0.255,172.501,4,https://api.spotify.com/v1/tracks/5Psnhdkyanjpgc2P8A5TSM,audio_features,spotify:track:5Psnhdkyanjpgc2P8A5TSM,0.0845,Drake,Emotionless,73,1,97,36432979
2.62E-05,https://api.spotify.com/v1/audio-analysis/7MholxscecNiNEwBkTg2Zs,0.289,224563,0.924,7MholxscecNiNEwBkTg2Zs,0.0152,2,0.423,-6.253,0,0.0553,200.167,4,https://api.spotify.com/v1/tracks/7MholxscecNiNEwBkTg2Zs,audio_features,spotify:track:7MholxscecNiNEwBkTg2Zs,0.451,Thomys Harrison,Why,47,1,0,0
0.0027,https://api.spotify.com/v1/audio-analysis/5I9ToLsF7Rrt9PZ71uk0Qq,0.791,201149,0.429,5I9ToLsF7Rrt9PZ71uk0Qq,0,8,0.232,-5.604,1,0.0775,151.995,4,https://api.spotify.com/v1/tracks/5I9ToLsF7Rrt9PZ71uk0Qq,audio_features,spotify:track:5I9ToLsF7Rrt9PZ71uk0Qq,0.0951,Rich The Kid,Early Morning Trappin (feat. Trippie Redd),65,0,86,1585220
0.154,https://api.spotify.com/v1/audio-analysis/314PLuaOXh1zoqLrox9jmp,0.698,191241,0.587,314PLuaOXh1zoqLrox9jmp,0,11,0.0962,-7.837,0,0.107,145.985,4,https://api.spotify.com/v1/tracks/314PLuaOXh1zoqLrox9jmp,audio_features,spotify:track:314PLuaOXh1zoqLrox9jmp,0.215,Adam Calhoun,Life Goes On,52,1,60,62620
0.00381,https://api.spotify.com/v1/audio-analysis/0QIjsbm2fh1cJ45XO9eGqq,0.8,204665,0.578,0QIjsbm2fh1cJ45XO9eGqq,0,4,0.359,-5.144,0,0.0485,143.01,4,https://api.spotify.com/v1/tracks/0QIjsbm2fh1cJ45XO9eGqq,audio_features,spotify:track:0QIjsbm2fh1cJ45XO9eGqq,0.367,Gucci Mane,Wake Up in the Sky,89,0,86,2676880
0.0076,https://api.spotify.com/v1/audio-analysis/4IdPjAqD8Kp3t1dx8EhNbH,0.765,238648,0.836,4IdPjAqD8Kp3t1dx8EhNbH,0.00216,1,0.0773,-4.696,0,0.0492,121.986,4,https://api.spotify.com/v1/tracks/4IdPjAqD8Kp3t1dx8EhNbH,audio_features,spotify:track:4IdPjAqD8Kp3t1dx8EhNbH,0.418,Me & My Toothbrush,Forgiveness,60,1,54,20241
0.0463,https://api.spotify.com/v1/audio-analysis/5H8mQUbPvK77pXHgZ0xmyu,0.622,269013,0.547,5H8mQUbPvK77pXHgZ0xmyu,0.0276,4,0.0922,-9.632,0,0.0297,92.119,4,https://api.spotify.com/v1/tracks/5H8mQUbPvK77pXHgZ0xmyu,audio_features,spotify:track:5H8mQUbPvK77pXHgZ0xmyu,0.361,Third Eye Blind,I Want You,48,1,69,718229
0.105,https://api.spotify.com/v1/audio-analysis/2ySRRtrAwDUF4FipiF1Djt,0.879,181159,0.457,2ySRRtrAwDUF4FipiF1Djt,0,0,0.12,-6.332,1,0.269,139.974,4,https://api.spotify.com/v1/tracks/2ySRRtrAwDUF4FipiF1Djt,audio_features,spotify:track:2ySRRtrAwDUF4FipiF1Djt,0.658,Chance the Rapper,My Own Thing,70,0,82,3997508
0.406,https://api.spotify.com/v1/audio-analysis/1dxy88oPzmIN9QAyCNfXmW,0.604,236384,0.551,1dxy88oPzmIN9QAyCNfXmW,0,10,0.395,-5.768,0,0.0478,76.067,4,https://api.spotify.com/v1/tracks/1dxy88oPzmIN9QAyCNfXmW,audio_features,spotify:track:1dxy88oPzmIN9QAyCNfXmW,0.423,Ella Mai,Gut Feeling (feat. H.E.R.),70,0,80,1548368
0.657,https://api.spotify.com/v1/audio-analysis/7u6DMPznGbpziuEgCE0JGQ,0.604,322027,0.449,7u6DMPznGbpziuEgCE0JGQ,0,9,0.0932,-6.564,0,0.0353,100.355,4,https://api.spotify.com/v1/tracks/7u6DMPznGbpziuEgCE0JGQ,audio_features,spotify:track:7u6DMPznGbpziuEgCE0JGQ,0.528,Ariana Grande,get well soon,74,0,97,28891638
0.31,https://api.spotify.com/v1/audio-analysis/14oQGWPqh5BriU78hT19CE,0.725,114313,0.504,14oQGWPqh5BriU78hT19CE,0,6,0.116,-3.544,0,0.0471,140.023,4,https://api.spotify.com/v1/tracks/14oQGWPqh5BriU78hT19CE,audio_features,spotify:track:14oQGWPqh5BriU78hT19CE,0.0723,Oliver Tree,Enemy,64,0,71,238879
0.118,https://api.spotify.com/v1/audio-analysis/5m4WXkaNx7swp9aSZHOdxZ,0.91,221867,0.769,5m4WXkaNx7swp9aSZHOdxZ,0,5,0.104,-8.364,0,0.272,146.991,4,https://api.spotify.com/v1/tracks/5m4WXkaNx7swp9aSZHOdxZ,audio_features,spotify:track:5m4WXkaNx7swp9aSZHOdxZ,0.757,Upchurch,Legend,46,1,73,380125
0.401,https://api.spotify.com/v1/audio-analysis/4VfwbdlNkxaciLPuPC7REi,0.732,276427,0.383,4VfwbdlNkxaciLPuPC7REi,0,6,0.0976,-13.895,0,0.0421,95.03,4,https://api.spotify.com/v1/tracks/4VfwbdlNkxaciLPuPC7REi,audio_features,spotify:track:4VfwbdlNkxaciLPuPC7REi,0.28,Shoreline Mafia,Foreign,59,0,76,283802
0.00783,https://api.spotify.com/v1/audio-analysis/6OI4kx6HcKUAgZKGr9IlXg,0.403,196592,0.617,6OI4kx6HcKUAgZKGr9IlXg,0,0,0.148,-7.02,0,0.0337,150.064,4,https://api.spotify.com/v1/tracks/6OI4kx6HcKUAgZKGr9IlXg,audio_features,spotify:track:6OI4kx6HcKUAgZKGr9IlXg,0.204,Tyler Braden,Leave Me Alone,63,1,51,3992
0.39,https://api.spotify.com/v1/audio-analysis/7DrluKkTviBwCc8AV3VGmf,0.766,231921,0.822,7DrluKkTviBwCc8AV3VGmf,3.37E-05,1,0.349,-4.126,0,0.16,165.842,4,https://api.spotify.com/v1/tracks/7DrluKkTviBwCc8AV3VGmf,audio_features,spotify:track:7DrluKkTviBwCc8AV3VGmf,0.881,Shakira,Clandestino,81,0,84,16140606
3.15E-05,https://api.spotify.com/v1/audio-analysis/7rOv6HovIJvYHXCg0cVfTk,0.4,198040,0.982,7rOv6HovIJvYHXCg0cVfTk,8.20E-05,8,0.133,-2.147,1,0.123,155.046,3,https://api.spotify.com/v1/tracks/7rOv6HovIJvYHXCg0cVfTk,audio_features,spotify:track:7rOv6HovIJvYHXCg0cVfTk,0.384,Breaking Benjamin,Feed the Wolf,63,0,75,2329447
0.0659,https://api.spotify.com/v1/audio-analysis/6KBYefIoo7KydImq1uUQlL,0.926,223713,0.703,6KBYefIoo7KydImq1uUQlL,0,11,0.231,-6.337,0,0.103,125.022,4,https://api.spotify.com/v1/tracks/6KBYefIoo7KydImq1uUQlL,audio_features,spotify:track:6KBYefIoo7KydImq1uUQlL,0.485,Cardi B,Bodak Yellow,81,1,92,7925440
0.837,https://api.spotify.com/v1/audio-analysis/2IyZHf11b0mmL3K3jYyqMM,0.644,140500,0.512,2IyZHf11b0mmL3K3jYyqMM,0.934,10,0.12,-12.337,0,0.0337,139.946,4,https://api.spotify.com/v1/tracks/2IyZHf11b0mmL3K3jYyqMM,audio_features,spotify:track:2IyZHf11b0mmL3K3jYyqMM,0.506,Behind Clouds,Wonders of the Unknown,65,0,51,1182
0.215,https://api.spotify.com/v1/audio-analysis/6SUxrwVN19Kmd9JfIbjJUj,0.852,140008,0.577,6SUxrwVN19Kmd9JfIbjJUj,0,6,0.138,-6.347,0,0.16,119.986,4,https://api.spotify.com/v1/tracks/6SUxrwVN19Kmd9JfIbjJUj,audio_features,spotify:track:6SUxrwVN19Kmd9JfIbjJUj,0.448,Bhad Bhabie,These Heaux,63,1,73,1379863
0.00155,https://api.spotify.com/v1/audio-analysis/4qhDA6s0MkD5XpDqGLHIEY,0.49,201040,0.889,4qhDA6s0MkD5XpDqGLHIEY,2.76E-06,7,0.162,-5.179,1,0.17,166.779,4,https://api.spotify.com/v1/tracks/4qhDA6s0MkD5XpDqGLHIEY,audio_features,spotify:track:4qhDA6s0MkD5XpDqGLHIEY,0.383,Imagine Dragons,Digital,66,1,91,18479039
0.47,https://api.spotify.com/v1/audio-analysis/0fIFjeeLJjIBliWUCsxyMF,0.583,226906,0.677,0fIFjeeLJjIBliWUCsxyMF,0.193,4,0.43,-10.21,0,0.439,176.119,4,https://api.spotify.com/v1/tracks/0fIFjeeLJjIBliWUCsxyMF,audio_features,spotify:track:0fIFjeeLJjIBliWUCsxyMF,0.495,Jorja Smith,Teenage Fantasy,68,0,76,888092
0.00531,https://api.spotify.com/v1/audio-analysis/4E8u5JsVnF3qPXbNiR9m25,0.768,198419,0.682,4E8u5JsVnF3qPXbNiR9m25,0,2,0.106,-4.856,0,0.101,110.055,4,https://api.spotify.com/v1/tracks/4E8u5JsVnF3qPXbNiR9m25,audio_features,spotify:track:4E8u5JsVnF3qPXbNiR9m25,0.598,Zak Abel,Love Song,64,1,65,86379
0.3,https://api.spotify.com/v1/audio-analysis/0WVAQaxrT0wsGEG4BCVSn2,0.688,193321,0.688,0WVAQaxrT0wsGEG4BCVSn2,0,3,0.0982,-5.84,1,0.0357,114.011,4,https://api.spotify.com/v1/tracks/0WVAQaxrT0wsGEG4BCVSn2,audio_features,spotify:track:0WVAQaxrT0wsGEG4BCVSn2,0.451,Kygo,Born To Be Yours,71,1,87,4803881
0.0273,https://api.spotify.com/v1/audio-analysis/4j3X4KX8rURekAVIFUhI23,0.494,277027,0.672,4j3X4KX8rURekAVIFUhI23,0,3,0.105,-4.877,1,0.0405,156.208,4,https://api.spotify.com/v1/tracks/4j3X4KX8rURekAVIFUhI23,audio_features,spotify:track:4j3X4KX8rURekAVIFUhI23,0.557,Simple Plan,Perfect,69,1,71,2001108
0.0396,https://api.spotify.com/v1/audio-analysis/6xV8Ko71oo0RPQFrL2ZpUf,0.526,181735,0.822,6xV8Ko71oo0RPQFrL2ZpUf,0,9,0.34,-5.135,1,0.0374,105.001,4,https://api.spotify.com/v1/tracks/6xV8Ko71oo0RPQFrL2ZpUf,audio_features,spotify:track:6xV8Ko71oo0RPQFrL2ZpUf,0.515,The Front Bottoms,Lonely Eyes,54,1,64,280388
0.118,https://api.spotify.com/v1/audio-analysis/53UXJ9NlgwfE8oOVFhinrS,0.813,230568,0.483,53UXJ9NlgwfE8oOVFhinrS,0.00291,0,0.379,-12.74,1,0.0367,120.046,4,https://api.spotify.com/v1/tracks/53UXJ9NlgwfE8oOVFhinrS,audio_features,spotify:track:53UXJ9NlgwfE8oOVFhinrS,0.0396,Upchurch,Cowboy,55,1,73,380125
0.276,https://api.spotify.com/v1/audio-analysis/2CYIRuR9j73y9hU3OqUZEC,0.477,256364,0.486,2CYIRuR9j73y9hU3OqUZEC,0.000134,2,0.141,-7.426,1,0.0389,76.863,4,https://api.spotify.com/v1/tracks/2CYIRuR9j73y9hU3OqUZEC,audio_features,spotify:track:2CYIRuR9j73y9hU3OqUZEC,0.0945,Gabbie Hanna,Satellite,56,1,59,234131
0.269,https://api.spotify.com/v1/audio-analysis/6jreFSOTUAViWjKyzOC4Kg,0.601,190295,0.775,6jreFSOTUAViWjKyzOC4Kg,0,0,0.0883,-4.612,1,0.0473,119.964,4,https://api.spotify.com/v1/tracks/6jreFSOTUAViWjKyzOC4Kg,audio_features,spotify:track:6jreFSOTUAViWjKyzOC4Kg,0.483,Alesso,REMEDY,83,0,80,2749711
