acousticness,analysis_url,danceability,duration_ms,energy,track_id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,artist_name,track_name,popularity,bbhot,artist_popularity,artist_followers
0.0405,https://api.spotify.com/v1/audio-analysis/2EgB4n6XyBsuNUbuarr4eG,0.884,191938,0.698,2EgB4n6XyBsuNUbuarr4eG,0,0,0.195,-9.101,1,0.364,140.068,4,https://api.spotify.com/v1/tracks/2EgB4n6XyBsuNUbuarr4eG,audio_features,spotify:track:2EgB4n6XyBsuNUbuarr4eG,0.575,Rich The Kid,New Freezer (feat. Kendrick Lamar),76,0,86,1585212
0.0375,https://api.spotify.com/v1/audio-analysis/0QVISdPWRllAmoDBG3DEHU,0.852,174653,0.691,0QVISdPWRllAmoDBG3DEHU,0,6,0.0517,-5.175,0,0.139,61.115,4,https://api.spotify.com/v1/tracks/0QVISdPWRllAmoDBG3DEHU,audio_features,spotify:track:0QVISdPWRllAmoDBG3DEHU,0.658,Plies,Rock,59,1,68,870286
0.0217,https://api.spotify.com/v1/audio-analysis/3h3pOvw6hjOvZxRUseB7h9,0.54,204991,0.381,3h3pOvw6hjOvZxRUseB7h9,0.000687,7,0.305,-14.323,1,0.0347,155.882,4,https://api.spotify.com/v1/tracks/3h3pOvw6hjOvZxRUseB7h9,audio_features,spotify:track:3h3pOvw6hjOvZxRUseB7h9,0.343,girl in red,i wanna be your girlfriend,65,0,65,197902
0.0141,https://api.spotify.com/v1/audio-analysis/116H0KvKr2Zl4RPuVBruDO,0.817,210368,0.539,116H0KvKr2Zl4RPuVBruDO,0.000496,6,0.099,-6.349,0,0.0621,97.062,4,https://api.spotify.com/v1/tracks/116H0KvKr2Zl4RPuVBruDO,audio_features,spotify:track:116H0KvKr2Zl4RPuVBruDO,0.158,Bad Bunny,MIA (feat. Drake),94,0,93,12415147
0.682,https://api.spotify.com/v1/audio-analysis/6MXJdqTuSDXkG21JHWiGko,0.452,255205,0.298,6MXJdqTuSDXkG21JHWiGko,0,2,0.128,-11.292,1,0.0444,77.491,5,https://api.spotify.com/v1/tracks/6MXJdqTuSDXkG21JHWiGko,audio_features,spotify:track:6MXJdqTuSDXkG21JHWiGko,0.158,Aquilo,Sorry,67,1,64,176979
0.0227,https://api.spotify.com/v1/audio-analysis/05mAIVLkIWc2d1UBYZBCp8,0.739,189000,0.742,05mAIVLkIWc2d1UBYZBCp8,1.39E-06,7,0.229,-4.586,1,0.0329,124.016,4,https://api.spotify.com/v1/tracks/05mAIVLkIWc2d1UBYZBCp8,audio_features,spotify:track:05mAIVLkIWc2d1UBYZBCp8,0.659,Charli XCX,1999,82,1,78,1551587
0.000958,https://api.spotify.com/v1/audio-analysis/4Xc169q96Jad1j67n3IP1S,0.493,210900,0.998,4Xc169q96Jad1j67n3IP1S,1.86E-06,4,0.252,-3.487,0,0.109,74.99,4,https://api.spotify.com/v1/tracks/4Xc169q96Jad1j67n3IP1S,audio_features,spotify:track:4Xc169q96Jad1j67n3IP1S,0.437,Five Finger Death Punch,Fake,57,1,79,3106228
0.00329,https://api.spotify.com/v1/audio-analysis/2N977oXVcbzWqT4m3U698h,0.417,214387,0.669,2N977oXVcbzWqT4m3U698h,0.000169,1,0.0403,-5.544,1,0.0296,76.988,4,https://api.spotify.com/v1/tracks/2N977oXVcbzWqT4m3U698h,audio_features,spotify:track:2N977oXVcbzWqT4m3U698h,0.539,Wallows,Ground,59,1,72,267374
0.0416,https://api.spotify.com/v1/audio-analysis/2l4zJarZ3jSihQGUzsbLdK,0.746,133407,0.622,2l4zJarZ3jSihQGUzsbLdK,0,9,0.0933,-5.976,1,0.0533,108.015,4,https://api.spotify.com/v1/tracks/2l4zJarZ3jSihQGUzsbLdK,audio_features,spotify:track:2l4zJarZ3jSihQGUzsbLdK,0.361,Smooky MarGielaa,Vlone Flex,64,0,63,87094
0.201,https://api.spotify.com/v1/audio-analysis/2t4m6SHDH2BEZ7hZa0b3QX,0.787,169258,0.761,2t4m6SHDH2BEZ7hZa0b3QX,0,0,0.343,-4.509,1,0.0625,139.961,4,https://api.spotify.com/v1/tracks/2t4m6SHDH2BEZ7hZa0b3QX,audio_features,spotify:track:2t4m6SHDH2BEZ7hZa0b3QX,0.698,Jelly Roll,Heaven,51,1,67,162057
0.0556,https://api.spotify.com/v1/audio-analysis/1KhljCoJ2TgDEldnnfTHHc,0.762,221178,0.576,1KhljCoJ2TgDEldnnfTHHc,0,1,0.0866,-4.951,0,0.0829,142.096,4,https://api.spotify.com/v1/tracks/1KhljCoJ2TgDEldnnfTHHc,audio_features,spotify:track:1KhljCoJ2TgDEldnnfTHHc,0.316,Chris Brown,Party,58,1,89,8565313
0.0559,https://api.spotify.com/v1/audio-analysis/74d9QhneUCIUvO00ev5kyX,0.85,206204,0.551,74d9QhneUCIUvO00ev5kyX,0,0,0.161,-7.197,1,0.0572,104.967,4,https://api.spotify.com/v1/tracks/74d9QhneUCIUvO00ev5kyX,audio_features,spotify:track:74d9QhneUCIUvO00ev5kyX,0.634,SHY Martin,Just a Little Longer,65,0,69,56349
0.172,https://api.spotify.com/v1/audio-analysis/5Tp5zlCgbwXLMa3pgYsNMl,0.657,221781,0.76,5Tp5zlCgbwXLMa3pgYsNMl,0,1,0.149,-3.446,1,0.0505,156.082,4,https://api.spotify.com/v1/tracks/5Tp5zlCgbwXLMa3pgYsNMl,audio_features,spotify:track:5Tp5zlCgbwXLMa3pgYsNMl,0.425,Trippie Redd,Elevate & Motivate,65,0,86,2933839
0.0224,https://api.spotify.com/v1/audio-analysis/6QXAMI7XJf2n2dO4RUhOde,0.711,254641,0.726,6QXAMI7XJf2n2dO4RUhOde,8.01E-05,1,0.0968,-7.268,1,0.0358,119.983,4,https://api.spotify.com/v1/tracks/6QXAMI7XJf2n2dO4RUhOde,audio_features,spotify:track:6QXAMI7XJf2n2dO4RUhOde,0.301,POWERS,Sunshine,53,1,56,35187
0.0734,https://api.spotify.com/v1/audio-analysis/2Y0y4yxzNmKceQ0nBK2Qwj,0.499,298520,0.654,2Y0y4yxzNmKceQ0nBK2Qwj,0.000144,6,0.104,-6.782,1,0.11,169.839,4,https://api.spotify.com/v1/tracks/2Y0y4yxzNmKceQ0nBK2Qwj,audio_features,spotify:track:2Y0y4yxzNmKceQ0nBK2Qwj,0.0464,Machine Gun Kelly,27,60,1,78,1434338
0.437,https://api.spotify.com/v1/audio-analysis/0ZBchpb4CLk5Qqu3895Etp,0.578,228440,0.714,0ZBchpb4CLk5Qqu3895Etp,0,7,0.277,-4.853,1,0.19,75.064,4,https://api.spotify.com/v1/tracks/0ZBchpb4CLk5Qqu3895Etp,audio_features,spotify:track:0ZBchpb4CLk5Qqu3895Etp,0.524,Mac Miller,Buttons,63,0,84,3138115
0.308,https://api.spotify.com/v1/audio-analysis/0z9hbAY5d0RhmvZr3DWMPK,0.883,146000,0.85,0z9hbAY5d0RhmvZr3DWMPK,0,10,0.368,-4.053,0,0.361,150.138,4,https://api.spotify.com/v1/tracks/0z9hbAY5d0RhmvZr3DWMPK,audio_features,spotify:track:0z9hbAY5d0RhmvZr3DWMPK,0.711,DLOW,Do It Like Me,50,1,36,27413
0.835,https://api.spotify.com/v1/audio-analysis/5L3VoLOjwPv7hPknnmYaeT,0.66,256098,0.177,5L3VoLOjwPv7hPknnmYaeT,0.162,2,0.108,-13.461,0,0.0377,82.974,4,https://api.spotify.com/v1/tracks/5L3VoLOjwPv7hPknnmYaeT,audio_features,spotify:track:5L3VoLOjwPv7hPknnmYaeT,0.0699,Finding Hope,Love,59,1,58,56853
0.392,https://api.spotify.com/v1/audio-analysis/2runM0t9q45HcLuGbvBPv2,0.877,105626,0.542,2runM0t9q45HcLuGbvBPv2,0,9,0.218,-9.789,1,0.485,99.962,4,https://api.spotify.com/v1/tracks/2runM0t9q45HcLuGbvBPv2,audio_features,spotify:track:2runM0t9q45HcLuGbvBPv2,0.407,Blueface,Freak Bitch,67,0,83,510847
0.189,https://api.spotify.com/v1/audio-analysis/4eVkn18rN4GguUWOsR6Use,0.569,251280,0.793,4eVkn18rN4GguUWOsR6Use,0,1,0.111,-3.749,1,0.0405,108.048,4,https://api.spotify.com/v1/tracks/4eVkn18rN4GguUWOsR6Use,audio_features,spotify:track:4eVkn18rN4GguUWOsR6Use,0.45,BTS,Answer : Love Myself,72,0,94,10713800
0.00821,https://api.spotify.com/v1/audio-analysis/4AG4VrH8ZLiSDMl1w8YAAn,0.731,176842,0.778,4AG4VrH8ZLiSDMl1w8YAAn,0.503,8,0.129,-8.552,0,0.085,110.009,4,https://api.spotify.com/v1/tracks/4AG4VrH8ZLiSDMl1w8YAAn,audio_features,spotify:track:4AG4VrH8ZLiSDMl1w8YAAn,0.365,Phil Winter,Believer,51,1,40,71
0.664,https://api.spotify.com/v1/audio-analysis/05nbZ1xxVNwUTcGwLbp7CN,0.654,226040,0.393,05nbZ1xxVNwUTcGwLbp7CN,0,5,0.114,-7.621,0,0.284,159.741,4,https://api.spotify.com/v1/tracks/05nbZ1xxVNwUTcGwLbp7CN,audio_features,spotify:track:05nbZ1xxVNwUTcGwLbp7CN,0.105,NAV,Myself,75,1,85,1344353
0.047,https://api.spotify.com/v1/audio-analysis/2wXioTynVwrEWYRv6R6vEj,0.534,203667,0.582,2wXioTynVwrEWYRv6R6vEj,0.0328,5,0.0883,-7.912,1,0.0401,84.183,4,https://api.spotify.com/v1/tracks/2wXioTynVwrEWYRv6R6vEj,audio_features,spotify:track:2wXioTynVwrEWYRv6R6vEj,0.346,The Neighbourhood,Void,67,0,78,2890670
0.964,https://api.spotify.com/v1/audio-analysis/3ODEuZjfxec5fYnzVhxANv,0.335,179896,0.154,3ODEuZjfxec5fYnzVhxANv,0.918,2,0.106,-20.918,1,0.0417,133.951,1,https://api.spotify.com/v1/tracks/3ODEuZjfxec5fYnzVhxANv,audio_features,spotify:track:3ODEuZjfxec5fYnzVhxANv,0.186,Alexandra Streliski,Plus t√¥t,70,0,66,18549
0.0786,https://api.spotify.com/v1/audio-analysis/5DTOk0tCrmicVQP4mc6hkr,0.488,261743,0.803,5DTOk0tCrmicVQP4mc6hkr,0,6,0.215,-4.165,0,0.205,167.329,4,https://api.spotify.com/v1/tracks/5DTOk0tCrmicVQP4mc6hkr,audio_features,spotify:track:5DTOk0tCrmicVQP4mc6hkr,0.319,Meek Mill,Championships,66,0,86,3130677
0.453,https://api.spotify.com/v1/audio-analysis/0DQQRJ4sR3pxwom9L7D7QR,0.89,242196,0.523,0DQQRJ4sR3pxwom9L7D7QR,1.58E-06,6,0.0831,-8.526,1,0.056,111.031,4,https://api.spotify.com/v1/tracks/0DQQRJ4sR3pxwom9L7D7QR,audio_features,spotify:track:0DQQRJ4sR3pxwom9L7D7QR,0.345,Xavier Ome§r,Blind Man,71,0,0,0
0.0165,https://api.spotify.com/v1/audio-analysis/7gkiBjpe8iHs5esLLlThly,0.506,180147,0.745,7gkiBjpe8iHs5esLLlThly,0,2,0.163,-5.329,1,0.0402,97.029,4,https://api.spotify.com/v1/tracks/7gkiBjpe8iHs5esLLlThly,audio_features,spotify:track:7gkiBjpe8iHs5esLLlThly,0.393,Nick Jonas,Home,55,1,76,4354841
0.0793,https://api.spotify.com/v1/audio-analysis/4mLkiFppf8Xvem6BSY34qw,0.795,196360,0.759,4mLkiFppf8Xvem6BSY34qw,0,6,0.0805,-6.348,1,0.0528,110.021,4,https://api.spotify.com/v1/tracks/4mLkiFppf8Xvem6BSY34qw,audio_features,spotify:track:4mLkiFppf8Xvem6BSY34qw,0.855,Ariana Grande,blazed (feat. Pharrell Williams),69,0,97,28891243
0.265,https://api.spotify.com/v1/audio-analysis/1FjHxl8B28sXj7eVfxdST4,0.784,196018,0.437,1FjHxl8B28sXj7eVfxdST4,6.98E-05,5,0.126,-7.868,1,0.0509,90.003,4,https://api.spotify.com/v1/tracks/1FjHxl8B28sXj7eVfxdST4,audio_features,spotify:track:1FjHxl8B28sXj7eVfxdST4,0.47,Michl,Better With You,63,0,62,117746
0.175,https://api.spotify.com/v1/audio-analysis/0tYHqwTW4s6VuPWDSD7n7K,0.885,142582,0.641,0tYHqwTW4s6VuPWDSD7n7K,0,1,0.234,-4.455,1,0.351,91.167,4,https://api.spotify.com/v1/tracks/0tYHqwTW4s6VuPWDSD7n7K,audio_features,spotify:track:0tYHqwTW4s6VuPWDSD7n7K,0.201,6ix9ine,KOODA,71,0,88,3886543
0.0895,https://api.spotify.com/v1/audio-analysis/3LtnXdDD9VFBtHy5kmGILx,0.547,240360,0.564,3LtnXdDD9VFBtHy5kmGILx,1.02E-06,2,0.152,-8.101,0,0.291,81.155,4,https://api.spotify.com/v1/tracks/3LtnXdDD9VFBtHy5kmGILx,audio_features,spotify:track:3LtnXdDD9VFBtHy5kmGILx,0.179,H.E.R.,As I Am,69,0,80,1389660
0.472,https://api.spotify.com/v1/audio-analysis/7oHkit3F3vimtsBbnZkU0G,0.709,140527,0.751,7oHkit3F3vimtsBbnZkU0G,4.71E-06,6,0.182,-3.801,1,0.16,104.999,4,https://api.spotify.com/v1/tracks/7oHkit3F3vimtsBbnZkU0G,audio_features,spotify:track:7oHkit3F3vimtsBbnZkU0G,0.37,KIDS SEE GHOSTS,Fire,66,1,70,246234
0.00375,https://api.spotify.com/v1/audio-analysis/5mrOnabhXnvCf5vFF7NJhG,0.915,145161,0.668,5mrOnabhXnvCf5vFF7NJhG,0.00241,1,0.253,-2.52,1,0.04,124.053,4,https://api.spotify.com/v1/tracks/5mrOnabhXnvCf5vFF7NJhG,audio_features,spotify:track:5mrOnabhXnvCf5vFF7NJhG,0.0387,Night Lovell,Joan of Arc,67,0,72,376547
0.184,https://api.spotify.com/v1/audio-analysis/7BuHdm4lQqcyG3qTwdkxus,0.8,226200,0.74,7BuHdm4lQqcyG3qTwdkxus,0,10,0.0558,-4.52,0,0.0479,90.035,4,https://api.spotify.com/v1/tracks/7BuHdm4lQqcyG3qTwdkxus,audio_features,spotify:track:7BuHdm4lQqcyG3qTwdkxus,0.775,Wisin & Yandel,Aullando,87,0,83,2813860
0.554,https://api.spotify.com/v1/audio-analysis/5uvucCRBTkxv7VxIDLOqe7,0.744,188907,0.769,5uvucCRBTkxv7VxIDLOqe7,6.96E-06,11,0.102,-4.112,1,0.156,176.002,4,https://api.spotify.com/v1/tracks/5uvucCRBTkxv7VxIDLOqe7,audio_features,spotify:track:5uvucCRBTkxv7VxIDLOqe7,0.784,Ozuna,Devuelveme,81,0,95,16365769
0.366,https://api.spotify.com/v1/audio-analysis/35KlorpQ6LQVVslvlcu1gN,0.533,256107,0.661,35KlorpQ6LQVVslvlcu1gN,0,11,0.354,-4.924,1,0.0268,86.978,4,https://api.spotify.com/v1/tracks/35KlorpQ6LQVVslvlcu1gN,audio_features,spotify:track:35KlorpQ6LQVVslvlcu1gN,0.446,Kenshi Yonezu,Lemon,64,1,61,888744
0.192,https://api.spotify.com/v1/audio-analysis/5Wbjjde5ez7sx22OtmrXKV,0.772,218051,0.551,5Wbjjde5ez7sx22OtmrXKV,0.00175,0,0.108,-8.667,1,0.099,104.969,4,https://api.spotify.com/v1/tracks/5Wbjjde5ez7sx22OtmrXKV,audio_features,spotify:track:5Wbjjde5ez7sx22OtmrXKV,0.635,Leven Kali,Smile,68,1,64,36401
0.0722,https://api.spotify.com/v1/audio-analysis/0HXhk04CE4fE2Xr387TET3,0.807,205360,0.597,0HXhk04CE4fE2Xr387TET3,0,10,0.119,-4.813,0,0.0489,75,4,https://api.spotify.com/v1/tracks/0HXhk04CE4fE2Xr387TET3,audio_features,spotify:track:0HXhk04CE4fE2Xr387TET3,0.181,G-Eazy,Legend,62,1,86,3862378
0.0773,https://api.spotify.com/v1/audio-analysis/0HsoXvRehbkEm4QuwuFjDL,0.901,207491,0.404,0HsoXvRehbkEm4QuwuFjDL,0,6,0.107,-11.674,0,0.3,140,4,https://api.spotify.com/v1/tracks/0HsoXvRehbkEm4QuwuFjDL,audio_features,spotify:track:0HsoXvRehbkEm4QuwuFjDL,0.183,Lil 2z,War,50,1,56,21780
0.834,https://api.spotify.com/v1/audio-analysis/6e8m1rGIJUFswGLK3GAjl2,0.654,178903,0.207,6e8m1rGIJUFswGLK3GAjl2,0,1,0.112,-12.603,0,0.0731,139.232,4,https://api.spotify.com/v1/tracks/6e8m1rGIJUFswGLK3GAjl2,audio_features,spotify:track:6e8m1rGIJUFswGLK3GAjl2,0.405,Darnell Smith,Sick Boy,64,1,54,592
0.948,https://api.spotify.com/v1/audio-analysis/5CFTXIziYkuV7V9zf0GRLx,0.644,127968,0.264,5CFTXIziYkuV7V9zf0GRLx,0.000666,11,0.317,-11.332,1,0.0323,115.989,4,https://api.spotify.com/v1/tracks/5CFTXIziYkuV7V9zf0GRLx,audio_features,spotify:track:5CFTXIziYkuV7V9zf0GRLx,0.25,Jamie Drake,Wonder,57,1,45,1078
0.862,https://api.spotify.com/v1/audio-analysis/2RYWlWjxF79DjFfGvuYp2S,0.468,80332,0.35,2RYWlWjxF79DjFfGvuYp2S,0.000527,1,0.145,-11.073,0,0.178,83.221,4,https://api.spotify.com/v1/tracks/2RYWlWjxF79DjFfGvuYp2S,audio_features,spotify:track:2RYWlWjxF79DjFfGvuYp2S,0.124,Limbo,Tired,47,1,56,22598
0.163,https://api.spotify.com/v1/audio-analysis/694J4C7mBU2dWxQBphFslt,0.713,187681,0.366,694J4C7mBU2dWxQBphFslt,0.00022,11,0.107,-13.424,1,0.251,145.963,4,https://api.spotify.com/v1/tracks/694J4C7mBU2dWxQBphFslt,audio_features,spotify:track:694J4C7mBU2dWxQBphFslt,0.415,6 Dogs,Buttcheeks,64,0,66,154567
0.3,https://api.spotify.com/v1/audio-analysis/7yrJnekdlwWARt5lmVqJ6L,0.672,188613,0.721,7yrJnekdlwWARt5lmVqJ6L,1.98E-06,7,0.279,-5.557,1,0.0246,99.978,4,https://api.spotify.com/v1/tracks/7yrJnekdlwWARt5lmVqJ6L,audio_features,spotify:track:7yrJnekdlwWARt5lmVqJ6L,0.812,Midland,Burn Out,67,1,65,80598
0.00772,https://api.spotify.com/v1/audio-analysis/4llPBbY2ytrSn5z4wX1UKO,0.625,150924,0.776,4llPBbY2ytrSn5z4wX1UKO,2.95E-05,4,0.331,-3.799,1,0.065,130.027,4,https://api.spotify.com/v1/tracks/4llPBbY2ytrSn5z4wX1UKO,audio_features,spotify:track:4llPBbY2ytrSn5z4wX1UKO,0.686,Makeout,Crazy,55,1,45,21579
0.349,https://api.spotify.com/v1/audio-analysis/0nsDmXGJrn6CHpJjBWCAcx,0.717,222133,0.395,0nsDmXGJrn6CHpJjBWCAcx,0,5,0.105,-7.237,1,0.0284,117.96,4,https://api.spotify.com/v1/tracks/0nsDmXGJrn6CHpJjBWCAcx,audio_features,spotify:track:0nsDmXGJrn6CHpJjBWCAcx,0.549,Banda Tierra Sagrada,Tenemos Que Hablar,66,0,63,817679
0.0036,https://api.spotify.com/v1/audio-analysis/23QyE9GQpXsX9WgEDADMa6,0.685,150410,0.53,23QyE9GQpXsX9WgEDADMa6,0,11,0.573,-5.298,1,0.286,157.012,4,https://api.spotify.com/v1/tracks/23QyE9GQpXsX9WgEDADMa6,audio_features,spotify:track:23QyE9GQpXsX9WgEDADMa6,0.55,Playboi Carti,Let It Go,63,1,82,2258324
0.0554,https://api.spotify.com/v1/audio-analysis/4Nbi6hJWVqM7Ois9G2KKjC,0.785,176040,0.607,4Nbi6hJWVqM7Ois9G2KKjC,0,1,0.179,-5.103,1,0.0953,128.077,4,https://api.spotify.com/v1/tracks/4Nbi6hJWVqM7Ois9G2KKjC,audio_features,spotify:track:4Nbi6hJWVqM7Ois9G2KKjC,0.168,A$AP Mob,Bachelor,56,1,70,1033095
0.1,https://api.spotify.com/v1/audio-analysis/01TnVDiet1DFTsyWKUKovl,0.414,186268,0.416,01TnVDiet1DFTsyWKUKovl,0.179,11,0.131,-8.024,0,0.0251,159.91,4,https://api.spotify.com/v1/tracks/01TnVDiet1DFTsyWKUKovl,audio_features,spotify:track:01TnVDiet1DFTsyWKUKovl,0.196,XXXTENTACION,NUMB,80,0,94,12665368
0.467,https://api.spotify.com/v1/audio-analysis/2yTx2PMx4zTOaVCGP6MGT6,0.802,125526,0.498,2yTx2PMx4zTOaVCGP6MGT6,0,1,0.0932,-10.844,1,0.625,103.992,4,https://api.spotify.com/v1/tracks/2yTx2PMx4zTOaVCGP6MGT6,audio_features,spotify:track:2yTx2PMx4zTOaVCGP6MGT6,0.364,Blueface,"Dead Locs, Pt. 2",62,0,83,510847
0.493,https://api.spotify.com/v1/audio-analysis/06u5LrUpbosQlQ1QJFhPpG,0.578,231400,0.523,06u5LrUpbosQlQ1QJFhPpG,0,0,0.147,-5.538,0,0.0429,134.931,4,https://api.spotify.com/v1/tracks/06u5LrUpbosQlQ1QJFhPpG,audio_features,spotify:track:06u5LrUpbosQlQ1QJFhPpG,0.29,SZA,Drew Barrymore,69,1,83,2526753
0.103,https://api.spotify.com/v1/audio-analysis/6dnrppGRbt8fie18Lcd9Dd,0.767,164133,0.689,6dnrppGRbt8fie18Lcd9Dd,0,10,0.0786,-5.573,0,0.0852,154.957,4,https://api.spotify.com/v1/tracks/6dnrppGRbt8fie18Lcd9Dd,audio_features,spotify:track:6dnrppGRbt8fie18Lcd9Dd,0.555,Tory Lanez,B.I.D,69,0,85,2278137
0.488,https://api.spotify.com/v1/audio-analysis/0lsRatBUs9HNIZAmoGABzk,0.689,184060,0.412,0lsRatBUs9HNIZAmoGABzk,0.00016,7,0.0659,-7.523,0,0.0301,126.754,4,https://api.spotify.com/v1/tracks/0lsRatBUs9HNIZAmoGABzk,audio_features,spotify:track:0lsRatBUs9HNIZAmoGABzk,0.537,SHAED,Trampoline,80,0,65,35555
0.208,https://api.spotify.com/v1/audio-analysis/7MuhbSNErlmQAGRzhnnIjT,0.854,160868,0.48,7MuhbSNErlmQAGRzhnnIjT,0,9,0.127,-7.388,0,0.293,86.049,4,https://api.spotify.com/v1/tracks/7MuhbSNErlmQAGRzhnnIjT,audio_features,spotify:track:7MuhbSNErlmQAGRzhnnIjT,0.293,A Boogie Wit da Hoodie,Odee,71,0,89,2863301
0.0156,https://api.spotify.com/v1/audio-analysis/7IWTIkiWGWNQyYfOLdMrGD,0.594,200322,0.722,7IWTIkiWGWNQyYfOLdMrGD,0,4,0.0667,-5.751,0,0.0398,127.877,4,https://api.spotify.com/v1/tracks/7IWTIkiWGWNQyYfOLdMrGD,audio_features,spotify:track:7IWTIkiWGWNQyYfOLdMrGD,0.407,Martin Garrix,Burn Out (feat. Dewain Whitmore),78,0,86,9941641
0.0673,https://api.spotify.com/v1/audio-analysis/4uKnBwasJbpaXoPGrwqlc4,0.63,175173,0.692,4uKnBwasJbpaXoPGrwqlc4,0,11,0.2,-6.709,1,0.0606,119.972,4,https://api.spotify.com/v1/tracks/4uKnBwasJbpaXoPGrwqlc4,audio_features,spotify:track:4uKnBwasJbpaXoPGrwqlc4,0.593,Hunter Hayes,Dear God,65,0,68,838029
0.0127,https://api.spotify.com/v1/audio-analysis/16geeCnXrbiomV1IZ8Kudc,0.638,233858,0.659,16geeCnXrbiomV1IZ8Kudc,0,10,0.187,-6.215,0,0.0627,103.029,4,https://api.spotify.com/v1/tracks/16geeCnXrbiomV1IZ8Kudc,audio_features,spotify:track:16geeCnXrbiomV1IZ8Kudc,0.341,Hailee Steinfeld,"Back to Life - from ""Bumblebee""",75,0,82,4115515
0.133,https://api.spotify.com/v1/audio-analysis/0pfm3xmeB1xNdTcKap5Jum,0.4,427547,0.438,0pfm3xmeB1xNdTcKap5Jum,0,9,0.104,-7.934,1,0.0295,134.893,4,https://api.spotify.com/v1/tracks/0pfm3xmeB1xNdTcKap5Jum,audio_features,spotify:track:0pfm3xmeB1xNdTcKap5Jum,0.221,Hillsong Worship,Touch Of Heaven - Live,58,0,78,1370343
0.942,https://api.spotify.com/v1/audio-analysis/3fx5ozORvvTGnSnOhUqrgj,0.558,321201,0.246,3fx5ozORvvTGnSnOhUqrgj,0.00875,9,0.106,-10.914,0,0.0409,85.672,4,https://api.spotify.com/v1/tracks/3fx5ozORvvTGnSnOhUqrgj,audio_features,spotify:track:3fx5ozORvvTGnSnOhUqrgj,0.303,Lana Del Rey,Change,62,1,83,8153177
0.0993,https://api.spotify.com/v1/audio-analysis/2KGEKCu5hMcnkXC8ryTjmN,0.383,128460,0.788,2KGEKCu5hMcnkXC8ryTjmN,0,4,0.34,-5.603,1,0.28,99.742,4,https://api.spotify.com/v1/tracks/2KGEKCu5hMcnkXC8ryTjmN,audio_features,spotify:track:2KGEKCu5hMcnkXC8ryTjmN,0.708,Neffex,Life,62,1,74,261680
0.476,https://api.spotify.com/v1/audio-analysis/5rFj8OzffT0iggSjcBaeND,0.584,246735,0.407,5rFj8OzffT0iggSjcBaeND,0,1,0.18,-7.356,0,0.046,115.124,4,https://api.spotify.com/v1/tracks/5rFj8OzffT0iggSjcBaeND,audio_features,spotify:track:5rFj8OzffT0iggSjcBaeND,0.341,Sam Smith,"Fire On Fire - From ""Watership Down""",85,0,90,8432566
0.812,https://api.spotify.com/v1/audio-analysis/2IssBpPtHcViZL5vYQNHhA,0.737,159400,0.451,2IssBpPtHcViZL5vYQNHhA,0,2,0.108,-9.405,1,0.229,153.766,4,https://api.spotify.com/v1/tracks/2IssBpPtHcViZL5vYQNHhA,audio_features,spotify:track:2IssBpPtHcViZL5vYQNHhA,0.664,Shawn Mendes,Like To Be You (feat. Julia Michaels),75,0,89,16464042
0.000171,https://api.spotify.com/v1/audio-analysis/27rPYvYisboZwKnIiX2cug,0.568,222640,0.789,27rPYvYisboZwKnIiX2cug,2.59E-06,9,0.162,-5.709,1,0.0347,126.955,4,https://api.spotify.com/v1/tracks/27rPYvYisboZwKnIiX2cug,audio_features,spotify:track:27rPYvYisboZwKnIiX2cug,0.467,Thomas Rhett,Renegades,52,1,80,2601222
0.12,https://api.spotify.com/v1/audio-analysis/0wJIFdZTLwl4ZQ6RNLOxQN,0.876,198716,0.658,0wJIFdZTLwl4ZQ6RNLOxQN,0,6,0.107,-3.119,0,0.106,159.986,4,https://api.spotify.com/v1/tracks/0wJIFdZTLwl4ZQ6RNLOxQN,audio_features,spotify:track:0wJIFdZTLwl4ZQ6RNLOxQN,0.407,Kap G,Girlfriend,58,1,62,377647
0.00104,https://api.spotify.com/v1/audio-analysis/5JwuHzmJCmHuHGjP9W6KtK,0.522,152760,0.963,5JwuHzmJCmHuHGjP9W6KtK,0,1,0.149,-3.31,1,0.0528,136.515,4,https://api.spotify.com/v1/tracks/5JwuHzmJCmHuHGjP9W6KtK,audio_features,spotify:track:5JwuHzmJCmHuHGjP9W6KtK,0.782,Green Day,Youngblood,56,1,82,8677371
0.0263,https://api.spotify.com/v1/audio-analysis/1buT1LWUddQg5sSNHdnzwV,0.733,179573,0.742,1buT1LWUddQg5sSNHdnzwV,0,0,0.13,-3.65,1,0.244,87.071,4,https://api.spotify.com/v1/tracks/1buT1LWUddQg5sSNHdnzwV,audio_features,spotify:track:1buT1LWUddQg5sSNHdnzwV,0.899,Marc E. Bassy,Love Her Too (feat. G-Eazy),63,0,72,222401
0.345,https://api.spotify.com/v1/audio-analysis/4XnajLeZt02RnYg4k8kXpm,0.577,262344,0.468,4XnajLeZt02RnYg4k8kXpm,0.00838,4,0.1,-6.115,1,0.0822,158.061,4,https://api.spotify.com/v1/tracks/4XnajLeZt02RnYg4k8kXpm,audio_features,spotify:track:4XnajLeZt02RnYg4k8kXpm,0.237,Roy Woods,Why,55,1,71,565417
